ign,ACS,K,D,A,HS%,Ace
CPX forb1dden#GNRC,202,11,6,2,0.15,0
CPX sinner#GNRC,280,15,6,10,0.21,0
CPX Vainn#GNRC,287,15,4,3,0.29,0
JoeMama#beach,252,14,7,5,0.26,0
Riivide#Aloo,257,14,6,10,0.23,0
MadNoobs,ACS,K,D,A,HS%,
Daichi#1998,207,9,14,3,0.27,0
Doctorcool59#M007,135,5,14,3,0.08,0
embersaw#surf,150,6,14,5,0.15,0
Limbo X016#2338,62,3,14,2,0.07,0
pinocchio#06014,107,6,13,0,0.04,0
,,,,,,
,,,,,,
PQ6,,,,,,
The Boys,ACS,K,D,A,HS%,
Hauptm4n#666,246,14,6,3,0.24,0
Kola#POP,419,22,6,4,0.19,0
Luciferplays#6137,183,11,6,4,0.19,0
MrFahrenheit#7926,187,10,5,7,0.23,0
Z3ROX1DE#KINGG,240,12,10,4,0.24,0
Please Dont Bully,ACS,K,D,A,HS%,
daddykelashikhao#hoya,215,9,15,1,0.18,0
Heisenberg#FEAR,167,8,14,1,0.21,0
KingOfTheStorm#gwyn,160,6,14,2,0.08,0
mamaninmalaysia#7951,84,2,13,2,0.14,0
SHresTho12#nice,154,8,13,1,0.06,0
Q11,,,,,,
Chakri Lagbe,ACS,K,D,A,HS%,
ch1orine#Ctrl,260,24,17,1,0.18,0
RaKuSh0na#AHAH,195,16,15,11,0.2,0
SheikhMujib#1975,190,16,22,8,0.24,0
Five#thug,169,14,17,7,0.23,0
AceX#bojji,157,12,19,7,0.14,0
Sacred Blitz,ACS,K,D,A,HS%,
nyX#SBZ,321,27,17,2,0.17,0
rrohitrajj#0307,255,23,18,3,0.33,0
KALASH#6799,209,16,15,13,0.19,0
instalockbotfrag#15417,174,14,17,6,0.27,0
In Vain#leaf,131,10,15,8,0.18,0
,,,,,,
,,,,,,
Q12,,,,,,
Chakri Lagbe,ACS,K,D,A,HS%,
Five#thug,227,15,17,2,0.33,0
SheikhMujib#1975,221,14,16,3,0.29,0
RaKuSh0na#AHAH,174,9,17,9,0.2,0
ch1orine#Ctrl,171,10,15,5,0.29,0
YaBoiJawed#3898,131,9,16,1,0.21,0
Sacred Blitz,ACS,K,D,A,HS%,
rrohitrajj#0307,414,24,13,9,0.34,0
nyX#SBZ,364,26,10,2,0.29,0
In Vain#leaf,184,13,9,4,0.21,0
instalockbotfrag#15417,179,11,12,8,0.22,0
KALASH#6799,114,7,13,6,0.13,0
,,,,,,
,,,,,,
Q31,,,,,,
BDSM gSports,ACS,K,D,A,HS%,
BDSM jinn#BDSM,243,16,14,1,0.29,0
megobrrr#nobfk,215,14,16,2,0.24,0
DFF#glhf,209,13,15,6,0.27,0
Faiyaz#1717,152,10,14,4,0.21,0
BDSM Migrant56#itsok,146,9,15,2,0.14,0
CSENS,ACS,K,D,A,HS%,
SENS Panda#aziz,313,22,13,4,0.12,0
ESD#A31,247,18,11,3,0.2,0
SENS BigBOOM#0019,224,15,12,6,0.2,0
tarzan#sens,183,12,13,7,0.05,0
Ξηvγ#abid,118,7,13,10,0.14,0
,,,,,,
,,,,,,
Q32,,,,,,
CSENS,ACS,K,D,A,HS%,
SENS BigBOOM#0019,368,23,11,6,0.14,0
ESD#A31,324,20,15,6,0.31,0
tarzan#sens,300,19,10,8,0.2,0
SENS Panda#aziz,136,7,10,15,0.12,0
Ξηvγ#abid,98,5,7,6,0.29,0
BDSM gSports,ACS,K,D,A,HS%,
BDSM jinn#BDSM,258,16,14,2,0.21,0
DFF#glhf,195,13,15,2,0.17,0
BDSM Migrant56#itsok,186,9,15,3,0.22,0
megobrrr#nobfk,158,8,15,4,0.21,0
Faiyaz#1717,127,7,15,6,0.16,0
,,,,,,
,,,,,,
Q41,,,,,,
Team A,ACS,K,D,A,HS%,
JoeMama#beach,233,16,17,2,0.25,0
CPX forb1dden#GNRC,209,14,16,7,0.32,0
CPX sinner#GNRC,209,14,17,6,0.25,0
CPX Vainn#GNRC,166,10,17,3,0.25,0
Riivide#Aloo,143,9,17,7,0.32,0
Team B,ACS,K,D,A,HS%,
Z3ROX1DE#KINGG,296,21,15,3,0.23,0
Kola#POP,264,20,11,6,0.16,0
Hauptm4n#666,201,16,12,4,0.26,0
AdmiralKenobi#9695,200,15,12,4,0.09,0
Luciferplays#6137,172,12,13,4,0.4,0
,,,,,,
,,,,,,
Q42,,,,,,
Team A,ACS,K,D,A,HS%,
d1ve#toxic,240,15,13,3,0.24,0
Luciferplays#6137,205,11,13,4,0.31,1
Hauptm4n#666,182,8,16,6,0.13,0
Kola#POP,148,6,16,4,0.02,0
MrFahrenheit#7926,85,3,13,2,0.08,0
Team B,ACS,K,D,A,HS%,
JoeMama#beach,434,25,7,3,0.23,0
CPX forb1dden#GNRC,290,18,6,3,0.17,0
CPX Vainn#GNRC,215,12,11,2,0.21,0
CPX sinner#GNRC,152,10,8,4,0.24,0
Riivide#Aloo,128,6,11,6,0.39,0
,,,,,,
,,,,,,
Q43,,,,,,
Team A,ACS,K,D,A,HS%,
CPX forb1dden#GNRC,311,25,15,5,0.24,0
JoeMama#beach,224,18,17,4,0.23,0
CPX sinner#GNRC,190,17,16,5,0.27,0
CPX Vainn#GNRC,132,11,17,5,0.14,0
Riivide#Aloo,121,9,17,5,0.15,0
Team B,ACS,K,D,A,HS%,
Kola#POP,218,16,17,10,0.07,0
Z3ROX1DE#KINGG,214,18,17,3,0.25,0
Hauptm4n#666,204,18,15,5,0.21,0
Luciferplays#6137,190,16,17,5,0.19,0
d1ve#toxic,140,14,14,1,0.18,0
Q21,,,,,,
Team A,ACS,K,D,A,HS%,
ItznotHawk#6912,258,15,16,1,0.3,0
Alucard#kappa,151,8,16,6,0.1,0
putuputu37#1337,121,7,17,4,0.15,0
ssdian#Hmmm,120,8,15,2,0.16,0
PortgazDAdzz#AD969,94,5,16,1,0.25,0
God Of Whiffs,ACS,K,D,A,HS%,
CANTSHOOT420#3420,318,23,7,1,0.28,0
MiPro#123,279,19,9,7,0.19,0
xXpronehubXx#noob,230,14,10,5,0.12,0
NotJoonr#inoob,212,12,7,9,0.34,0
CHIDORI 千鳥#senya,176,12,10,3,0.11,0
,,,,,,
,,,,,,
Q22,,,,,,
No,ACS,K,D,A,HS%,
MiPro#123,304,19,11,7,0.23,0
CANTSHOOT420#3420,259,18,12,5,0.3,0
xXpronehubXx#noob,226,12,14,6,0.08,0
CHIDORI 千鳥#senya,222,16,11,5,0.17,0
NotJoonr#inoob,167,11,10,6,0.42,0
God Of Whiffs,ACS,K,D,A,HS%,
ssdian#Hmmm,250,17,14,2,0.08,0
Alucard#kappa,231,11,15,10,0.37,0
PortgazDAdzz#AD969,196,13,15,2,0.22,0
ItznotHawk#6912,148,9,15,1,0.3,0
putuputu37#1337,124,8,17,2,0.33,0
S21,,,,,,
The Boys,ACS,K,D,A,HS%,Ace
Hauptm4n#666,243,19,14,4,0.13,0
Kola#POP,236,19,15,7,0.19,0
Z3ROX1DE#KINGG,215,17,16,6,0.23,0
Luciferplays#6137,204,16,15,11,0.27,0
AdmiralKenobi#9695,199,15,15,6,0.2,0
CSENS,ACS,K,D,A,HS%,Ace
SENS BigBOOM#0019,266,21,19,4,0.16,0
SENS Panda#aziz,215,17,16,7,0.16,0
ESD#A31,209,13,19,10,0.2,0
tarzan#sens,194,15,16,4,0.18,0
Ξηvγ#abid,100,9,16,4,0.18,0
,,,,,,
,,,,,,
S22,,,,,,
The Boys,ACS,K,D,A,HS%,Ace
MrFahrenheit#7926,271,15,13,2,0.25,0
Z3ROX1DE#KINGG,254,14,14,1,0.21,0
Hauptm4n#666,168,9,15,3,0.18,0
Luciferplays#6137,164,9,15,2,0.23,0
Kola#POP,140,7,15,3,0.19,0
CSENS,ACS,K,D,A,HS%,Ace
ESD#A31,372,23,12,3,0.19,0
tarzan#sens,261,16,10,5,0.11,0
Ξηvγ#abid,234,15,8,8,0.19,0
SENS BigBOOM#0019,174,10,13,11,0.2,0
SENS Panda#aziz,146,8,12,3,0.23,0
,,,,,,
,,,,,,
S23,,,,,,
The Boys,ACS,K,D,A,HS%,Ace
Kola#POP,342,18,7,11,0.17,0
Z3ROX1DE#KINGG,285,15,7,5,0.19,0
d1ve#toxic,260,13,5,6,0.09,0
Hauptm4n#666,219,14,9,1,0.26,0
Luciferplays#6137,160,8,9,6,0.12,0
CSENS,ACS,K,D,A,HS%,Ace
SENS Panda#aziz,215,11,13,4,0.28,0
Muhai10#42010,204,9,13,3,0.13,0
tarzan#sens,175,8,13,2,0.08,0
ESD#A31,125,5,13,3,0.21,0
SENS BigBOOM#0019,91,4,16,2,0,0
,,,,,,
,,,,,,
S11,,,,,,
Sacred Biltz,ACS,K,D,A,HS%,Ace
nyX#SBZ,348,20,6,2,0.36,0
rrohitrajj#0307,292,16,12,3,0.34,0
instalockbotfrag#15417,246,13,7,9,0.13,0
KALASH#6799,218,13,8,9,0.17,0
In Vain#leaf,174,11,5,2,0.11,0
NO,ACS,K,D,A,HS%,Ace
NotJoonr#inoob,246,12,14,4,0.29,0
CANTSHOOT420#3420,189,7,15,5,0.16,0
CHIDORI 千鳥#senya,160,7,15,3,0.17,0
MiPro#123,125,6,15,1,0.29,0
xXpronehubXx#noob,92,6,14,1,0.09,0
,,,,,,
,,,,,,
S12,,,,,,
NO,ACS,K,D,A,HS%,Ace
MiPro#123,338,21,10,9,0.2,0
CANTSHOOT420#3420,254,16,10,4,0.27,0
NotJoonr#inoob,180,13,11,7,0.3,0
CHIDORI 千鳥#senya,161,11,9,7,0.16,0
xXpronehubXx#noob,152,10,16,0,0.15,0
Sacred Biltz,ACS,K,D,A,HS%,Ace
rrohitrajj#0307,231,13,16,5,0.14,0
In Vain#leaf,197,11,12,7,0.15,0
nyX#SBZ,190,11,17,2,0.26,0
instalockbotfrag#15417,185,12,14,3,0.28,0
KALASH#6799,146,9,12,6,0.19,0
,,,,,,
,,,,,,
S13,,,,,,
Sacred Biltz,ACS,K,D,A,HS%,Ace
nyX#SBZ,257,20,10,1,0.16,0
instalockbotfrag#15417,233,17,13,8,0.28,0
KALASH#6799,233,17,10,7,0.23,0
In Vain#leaf,207,16,9,7,0.14,0
rrohitrajj#0307,138,7,14,7,0.24,0
NO,ACS,K,D,A,HS%,Ace
NotJoonr#inoob,221,15,15,7,0.25,0
xXpronehubXx#noob,186,12,16,7,0.09,0
CANTSHOOT420#3420,178,10,16,4,0.16,0
CHIDORI 千鳥#senya,168,13,13,5,0.18,0
MiPro#123,90,6,17,4,0.29,0
,,,,,,
,,,,,,
F11,,,,,,
Sacred Biltz,ACS,K,D,A,HS%,Ace
rrohitrajj#0307,339,21,15,5,0.34,0
nyX#SBZ,301,20,8,4,0.35,0
KALASH#6799,200,13,10,5,0.18,0
instalockbotfrag#15417,174,12,11,6,0.18,0
In Vain#leaf,162,13,7,4,0.24,0
The Boys,ACS,K,D,A,HS%,Ace
Kola#POP,287,18,16,1,0.15,0
Z3ROX1DE#KINGG,200,10,16,6,0.14,0
Luciferplays#6137,156,9,15,2,0.28,0
AdmiralKenobi#9695,127,7,16,4,0.17,0
d1ve#toxic,114,7,16,1,0.12,0
,,,,,,
,,,,,,
F12,,,,,,
The Boys,ACS,K,D,A,HS%,Ace
Luciferplays#6137,233,15,13,1,0.31,0
Kola#POP,183,9,18,2,0.13,0
Z3ROX1DE#KINGG,169,9,16,2,0.27,0
d1ve#toxic,99,4,16,2,0.03,0
AdmiralKenobi#9695,85,4,15,4,0.16,0
Sacred Biltz,ACS,K,D,A,HS%,Ace
rrohitrajj#0307,433,28,10,0,0.41,0
nyX#SBZ,278,16,10,2,0.36,0
instalockbotfrag#15417,216,12,7,11,0.27,0
In Vain#leaf,172,11,8,4,0.18,0
KALASH#6799,163,11,6,0,0.21,0
,,,,,,
,,,,,,
F13,,,,,,
Sacred Biltz,ACS,K,D,A,HS%,Ace
rrohitrajj#0307,344,22,13,4,0.2,0
nyX#SBZ,322,21,9,2,0.23,0
instalockbotfrag#15417,172,12,7,3,0.5,0
KALASH#6799,163,10,7,7,0.12,0
In Vain#leaf,135,9,8,3,0.19,0
The Boys,ACS,K,D,A,HS%,Ace
d1ve#toxic,170,12,15,2,0.09,0
Kola#POP,164,9,15,5,0.15,0
Z3ROX1DE#KINGG,150,9,16,1,0.22,0
Hauptm4n#666,129,8,13,3,0.26,0
Luciferplays#6137,114,6,15,2,0.16,0
